35301.8 59.0292 1000000 1000
36540.9 18.3785 500000 2000
36869 54.96 250000 4000
35424.4 124.661 125000 8000
36084 205.184 62500 16000
35078 543.814 31250 32000
35185.3 911.995 15625 64000
35488.6 1953.78 7812 128000
35780.2 3412.24 3906 256000
35406.1 6031.6 1953 512000
35090.9 12913.2 976 1024000
35128.7 21927.8 488 2048000
35009 34793.5 244 4096000
35382 73870.9 122 8192000
35056.3 236544 61 16384000
34315.8 360683 30 32768000
