35097 67.146 10000000 100
34852.9 1.45915 5000000 200
35225.4 2.67321 2500000 400
35264 4.83172 1250000 800
35268.6 14.1037 625000 1600
35400.6 39.8295 312500 3200
35244.3 91.05 156250 6400
35311.5 180.505 78125 12800
35447.4 467.646 39062 25600
35396 673.695 19531 51200
34780.6 1675.38 9765 102400
35212.1 2452.07 4882 204800
37924.8 5068.23 2441 409600
34990.7 7479.94 1220 819200
34631 13660.8 610 1638400
34722.4 36404.6 305 3276800
