35316.6 81.3072 10000000 100
36248.8 2.05262 3333333 300
36834.7 6.1158 1111111 900
35352 24.4851 370370 2700
35207.6 121.47 123456 8100
35109.7 305.826 41152 24300
34987.8 2200.41 13717 72900
34713.1 4131.32 4572 218700
34856.4 6628.85 1524 656100
34953.8 22558.6 508 1968300
34242.4 87357.2 169 5904900
34652.8 222301 56 17714700
